PlayID,GameID,DriveID,Sequence,TeamID,ClubCode,Quarter,StartTime,Down,Distance,Yardline,Situation,PlayType,StartHomeScore,StartAwayScore,IsScoringPlay,EndTime,EndHomeScore,EndAwayScore,ScoringPlayDescription,PlayDescription,ShortPlayDescription,FirstDownDescription,DriveTotalPossessionTime,DriveNetYards,DrivePlays,playScoreType,playScorer,playScoringTeamId,firstDownReset,Notes
14610,7,6297,85,600,DAL,3,10:10,1,10,DAL 50,1st & 10 50,Pass,3,3,FALSE,9:40,3,3,,(Shotgun) L.Jones pass short left to C.Artis-Payne to LA 44 for 6 yards (R.Tatum),6 yard pass,,1:55,27,4,,,0,TRUE,
14769,7,6297,86,600,DAL,3,9:40,2,4,LA 44,2nd & 4 LA 44,Pass,3,3,FALSE,9:23,3,3,,"(Shotgun) L.Jones pass deep middle intended for D.Parham INTERCEPTED by W.Smith at LA 26. W.Smith to LA 48 for 18 yards (A.Balducci) PENALTY on LA. Unsportsmanlike conduct, 11 yards, enforced to LA 33.",Intercept,,1:55,27,4,,,0,FALSE,
14629,7,6371,87,602,LA,3,9:23,1,10,LA 33,1st & 10 LA 33,Pass,3,3,FALSE,9:08,3,3,,(Shotgun) J.Johnson pass incomplete deep right to A.Jennings.,44 yard penalty,X10,2:18,63,5,,,0,FALSE,
14634,7,6371,88,602,LA,3,9:08,1,10,DAL 23,1st & 10 DAL 23,Pass,3,3,FALSE,8:46,3,3,,(Shotgun) J.Johnson pass incomplete deep left to L.Whitfield.,Incomplete pass,,2:18,63,5,,,0,FALSE,
14639,7,6371,89,602,LA,3,8:46,2,10,DAL 23,2nd & 10 DAL 23,Pass,3,3,FALSE,8:16,3,3,,(Shotgun) J.Johnson pass incomplete deep right to A.Jennings.,Incomplete pass,,2:18,63,5,,,0,FALSE,
14649,7,6371,90,602,LA,3,8:16,3,10,DAL 23,3rd & 10 DAL 23,Pass,3,3,FALSE,7:50,3,3,,"(Shotgun) J.Johnson pass short middle to B.Barnes to DAL 8 for 15 yards (D.Brown) PENALTY on DAL. Face mask, 5 yards, enforced to DAL 3.",15 yard pass,P12,2:18,63,5,,,0,FALSE,
14655,7,6371,91,602,LA,3,7:50,1,3,DAL 3,1st & 3 DAL 03,Rush,3,3,FALSE,7:22,3,3,,(Shotgun) E.Hood rush up the middle to DAL 1 for 2 yards (T.Guerad),2 yard rush,,2:18,63,5,,,0,TRUE,
14768,7,6371,92,602,LA,3,7:22,2,1,DAL 1,2nd & 1 DAL 01,Rush,3,3,FALSE,7:05,3,3,,(Shotgun) J.Johnson FUMBLES (Aborted) at DAL 6. LOST. Recovered by G.Martini at DAL 4. given up at the DAL 4,-3 yard fumble,,2:18,63,5,,,0,FALSE,
14870,7,6372,93,600,DAL,3,7:05,1,10,DAL 4,1st & 10 DAL 04,Pass,3,3,FALSE,6:32,3,3,,(Shotgun) L.Jones pass deep right to J.Crockett to DAL 43 for 39 yards (A.Springs),39 yard pass,P14,6:10,69,12,,,0,FALSE,
14872,7,6372,94,600,DAL,3,6:32,1,10,DAL 43,1st & 10 DAL 43,Pass,3,3,FALSE,6:00,3,3,,(Shotgun) L.Jones pass short right to C.Artis-Payne to DAL 46 for 3 yards (L.Wiley),3 yard pass,,6:10,69,12,,,0,TRUE,
